,date,bitcoinClose,bitcoinPredicted,bitcoinBought,ethereumClose,ethereumPredicted,ethereumBought,xrpClose,xrpPredicted,xrpBought,litecoinClose,litecoinPredicted,litecoinBought,dashClose,dashPredicted,dashBought,pfValue,pfUnallocated
0,2020-08-16,11865.7,11826.593731407746,6.0,433.35,431.9305363099192,15.0,0.299661,0.3003034979103444,31096.0,59.93,60.31245110799353,21.0,94.14,94.00080546202882,118.0,100000,620.2414830132475
