,bitcoinClose,ethereumClose,xrpClose,litecoinClose,tetherClose,date
1779,237.29,0.678574,0.005868,2.99,1.0,2015-10-02
1780,237.55,0.6902149999999999,0.005448,3.0,1.0,2015-10-01
1781,236.06,0.738644,0.005520000000000001,3.01,1.0,2015-09-30
1782,236.69,0.661146,0.005579,2.97,1.0,2015-09-29
1783,239.14,0.582886,0.006293,3.07,1.0,2015-09-28
1784,232.76,0.720839,0.006536,2.87,1.0,2015-09-27
1785,234.34,0.785964,0.006501000000000001,2.89,1.0,2015-09-26
1786,235.14,0.736223,0.00665,2.89,1.0,2015-09-25
1787,234.53,0.81361,0.00671,2.93,1.0,2015-09-24
1788,230.28,0.8934059999999999,0.006668,2.87,1.0,2015-09-23
1789,230.62,0.9017959999999999,0.007168000000000001,2.84,1.0,2015-09-22
1790,227.09,0.919047,0.007247,2.8,1.0,2015-09-21
1791,231.21,0.9384450000000001,0.0076370000000000006,2.85,1.0,2015-09-20
1792,231.49,0.882391,0.007481999999999999,2.87,1.0,2015-09-19
1793,232.98,0.853685,0.007529000000000001,2.96,1.0,2015-09-18
1794,229.81,0.874231,0.007372,2.91,1.0,2015-09-17
1795,229.09,0.907175,0.007426,2.8,1.0,2015-09-16
1796,230.3,0.9444100000000001,0.00772,2.82,1.0,2015-09-15
1797,230.64,0.8756219999999999,0.007404000000000001,2.84,1.0,2015-09-14
1798,230.51,0.936003,0.008532,2.82,1.0,2015-09-13
1799,235.23,1.04,0.008197,2.83,1.0,2015-09-12
1800,240.11,0.982978,0.008444,2.96,1.0,2015-09-11
1801,238.48,1.17,0.007663,2.95,1.0,2015-09-10
1802,238.17,1.21,0.007678,2.92,1.0,2015-09-09
1803,243.61,1.24,0.007831,3.05,1.0,2015-09-08
1804,239.85,1.25,0.007918000000000001,3.05,1.0,2015-09-07
1805,239.84,1.3,0.007891,3.05,1.0,2015-09-06
1806,235.02,1.34,0.007859999999999999,2.92,1.0,2015-09-05
1807,230.3,1.27,0.0073549999999999996,2.7,1.0,2015-09-04
1808,227.18,1.26,0.007431,2.63,1.0,2015-09-03
1809,229.28,1.29,0.0077,2.8,1.0,2015-09-02
1810,228.12,1.35,0.007815,2.82,1.0,2015-09-01
1811,230.06,1.36,0.007884,2.84,1.0,2015-08-31
1812,228.76,1.32,0.00805,2.85,1.0,2015-08-30
1813,229.78,1.18,0.007751000000000001,2.88,1.0,2015-08-29
1814,231.4,1.19,0.0074329999999999995,2.91,1.0,2015-08-28
1815,224.77,1.15,0.007551,2.87,1.0,2015-08-27
1816,225.83,1.16,0.007492,2.95,1.0,2015-08-26
1817,221.61,1.14,0.007126,2.94,1.0,2015-08-25
1818,210.49,1.23,0.007397,2.99,1.0,2015-08-24
1819,228.17,1.35,0.007552,3.39,1.0,2015-08-23
1820,230.39,1.38,0.007722,3.51,1.0,2015-08-22
1821,232.57,1.4,0.007881,3.57,1.0,2015-08-21
1822,235.35,1.46,0.007872,3.61,1.0,2015-08-20
1823,226.68,1.26,0.007758,3.48,1.0,2015-08-19
1824,211.08,1.09,0.007552,3.47,1.0,2015-08-18
1825,257.98,1.2,0.008301000000000001,3.98,1.0,2015-08-17
1826,258.51,1.57,0.008315000000000001,3.95,1.0,2015-08-16
1827,261.55,1.69,0.00842,3.93,1.0,2015-08-15
1828,265.68,1.83,0.008337,4.03,1.0,2015-08-14
1829,264.08,1.83,0.008147,3.88,1.0,2015-08-13
1830,266.38,1.22,0.008270999999999999,3.99,1.0,2015-08-12
1831,270.39,1.07,0.008591,4.16,1.0,2015-08-11
1832,264.47,0.708448,0.00875,3.95,1.0,2015-08-10
1833,265.08,0.701897,0.008808,3.9,1.0,2015-08-09
1834,261.0,0.753325,0.008476000000000001,3.85,1.0,2015-08-08
1835,279.58,2.77,0.008152,4.21,1.0,2015-08-07
