,date,bitcoinClose,bitcoinPredicted,bitcoinBought,ethereumClose,ethereumPredicted,ethereumBought,xrpClose,xrpPredicted,xrpBought,litecoinClose,litecoinPredicted,litecoinBought,dashClose,dashPredicted,dashBought,pfValue,pfUnallocated
0,2020-08-17,11892.8,11893.630037537756,6.0,433.79,433.7615507783299,14.0,0.303492,0.3038712208542047,31198.0,63.83,64.11177344871479,20.0,95.1,94.96003475658378,117.0,100000,698.4963130155811
